ds,station,demand
2026-07-16,Mombasa Hub,69752.99
2026-07-17,Mombasa Hub,72247.67
2026-07-18,Mombasa Hub,76460.21
2026-07-19,Mombasa Hub,74336.28
2026-07-20,Mombasa Hub,70055.96
2026-07-21,Mombasa Hub,69126.18
2026-07-22,Mombasa Hub,71415.4
2026-07-23,Mombasa Hub,69040.04
2026-07-24,Mombasa Hub,71245.02
2026-07-25,Mombasa Hub,74475.36
2026-07-26,Mombasa Hub,72068.12
2026-07-27,Mombasa Hub,66260.16
2026-07-28,Mombasa Hub,70624.23
2026-07-29,Mombasa Hub,68717.73
2026-07-30,Mombasa Hub,65812.02
2026-07-31,Mombasa Hub,72313.5
2026-08-01,Mombasa Hub,74555.74
2026-08-02,Mombasa Hub,71839.37
2026-08-03,Mombasa Hub,65800.09
2026-08-04,Mombasa Hub,67906.73
2026-08-05,Mombasa Hub,69711.74
2026-08-06,Mombasa Hub,68515.11
2026-08-07,Mombasa Hub,69435.37
2026-08-08,Mombasa Hub,75026.83
2026-08-09,Mombasa Hub,74510.31
2026-08-10,Mombasa Hub,68034.53
2026-08-11,Mombasa Hub,70617.86
2026-08-12,Mombasa Hub,62657.07
2026-08-13,Mombasa Hub,65824.23
2026-08-14,Mombasa Hub,75565.25
2026-08-15,Mombasa Hub,70861.06
2026-08-16,Mombasa Hub,77454.33
2026-08-17,Mombasa Hub,67851.46
2026-08-18,Mombasa Hub,68874.54
2026-08-19,Mombasa Hub,65803.37
2026-08-20,Mombasa Hub,68785.62
2026-08-21,Mombasa Hub,76527.66
2026-08-22,Mombasa Hub,74715.27
2026-08-23,Mombasa Hub,74711.66
2026-08-24,Mombasa Hub,67583.03
2026-08-25,Mombasa Hub,65128.63
2026-08-26,Mombasa Hub,66669.8
2026-08-27,Mombasa Hub,66654.68
2026-08-28,Mombasa Hub,75008.57
2026-08-29,Mombasa Hub,76337.05
2026-08-30,Mombasa Hub,71888.65
2026-08-31,Mombasa Hub,66703.41
2025-09-01,Nakuru Express,46284.31
2025-09-02,Nakuru Express,44025.0
2025-09-03,Nakuru Express,47033.26
2025-09-04,Nakuru Express,47353.53
2025-09-05,Nakuru Express,48097.08
2025-09-06,Nakuru Express,49189.16
2025-09-07,Nakuru Express,51594.16
2025-09-08,Nakuru Express,45251.24
2025-09-09,Nakuru Express,45758.0
2025-09-10,Nakuru Express,44357.4
2025-09-11,Nakuru Express,47272.77
2025-09-12,Nakuru Express,52707.53
2025-09-13,Nakuru Express,51517.81
2025-09-14,Nakuru Express,53307.28
2025-09-15,Nakuru Express,46606.15
2025-09-16,Nakuru Express,44384.95
2025-09-17,Nakuru Express,46456.49
2025-09-18,Nakuru Express,44235.1
2025-09-19,Nakuru Express,52931.46
2025-09-20,Nakuru Express,51382.03
2025-09-21,Nakuru Express,51166.19
2025-09-22,Nakuru Express,44744.27
2025-09-23,Nakuru Express,47954.18
2025-09-24,Nakuru Express,45653.4
2025-09-25,Nakuru Express,45206.74
2025-09-26,Nakuru Express,50948.68
2025-09-27,Nakuru Express,52449.09
2025-09-28,Nakuru Express,52183.93
2025-09-29,Nakuru Express,46679.17
2025-09-30,Nakuru Express,46725.98
2025-10-01,Nakuru Express,49617.2
2025-10-02,Nakuru Express,45354.11
2025-10-03,Nakuru Express,50794.6
2025-10-04,Nakuru Express,50306.93
2025-10-05,Nakuru Express,52728.43
2025-10-06,Nakuru Express,48010.4
2025-10-07,Nakuru Express,45943.06
2025-10-08,Nakuru Express,44744.4
2025-10-09,Nakuru Express,44792.73
2025-10-10,Nakuru Express,52893.46
2025-10-11,Nakuru Express,53072.36
2025-10-12,Nakuru Express,52760.02
2025-10-13,Nakuru Express,45153.92
2025-10-14,Nakuru Express,46687.06
2025-10-15,Nakuru Express,46518.72
2025-10-16,Nakuru Express,46716.35
2025-10-17,Nakuru Express,53439.81
2025-10-18,Nakuru Express,52378.91
2025-10-19,Nakuru Express,53171.9
2025-10-20,Nakuru Express,52873.51
2025-10-21,Nakuru Express,46974.94
2025-10-22,Nakuru Express,47579.6
2025-10-23,Nakuru Express,44101.42
2025-10-24,Nakuru Express,51643.37
2025-10-25,Nakuru Express,51421.74
2025-10-26,Nakuru Express,51170.78
2025-10-27,Nakuru Express,46214.54
2025-10-28,Nakuru Express,49221.52
2025-10-29,Nakuru Express,45289.23
2025-10-30,Nakuru Express,48404.88
2025-10-31,Nakuru Express,49585.85
2025-11-01,Nakuru Express,51885.9
2025-11-02,Nakuru Express,52757.91
2025-11-03,Nakuru Express,47905.84
2025-11-04,Nakuru Express,48152.87
2025-11-05,Nakuru Express,48328.37
2025-11-06,Nakuru Express,46447.75
2025-11-07,Nakuru Express,51895.41
2025-11-08,Nakuru Express,54152.62
2025-11-09,Nakuru Express,52429.39
2025-11-10,Nakuru Express,45047.66
2025-11-11,Nakuru Express,45327.41
2025-11-12,Nakuru Express,45727.65
2025-11-13,Nakuru Express,48149.01
2025-11-14,Nakuru Express,53194.97
2025-11-15,Nakuru Express,54158.08
2025-11-16,Nakuru Express,52323.09
2025-11-17,Nakuru Express,47750.47
2025-11-18,Nakuru Express,48578.79
2025-11-19,Nakuru Express,47052.19
2025-11-20,Nakuru Express,48383.78
2025-11-21,Nakuru Express,52149.28
2025-11-22,Nakuru Express,52696.7
2025-11-23,Nakuru Express,52711.01
2025-11-24,Nakuru Express,45789.39
2025-11-25,Nakuru Express,48662.97
2025-11-26,Nakuru Express,47103.07
2025-11-27,Nakuru Express,47959.83
2025-11-28,Nakuru Express,54394.0
2025-11-29,Nakuru Express,54384.37
2025-11-30,Nakuru Express,54800.22
2025-12-01,Nakuru Express,47965.42
2025-12-02,Nakuru Express,47468.53
2025-12-03,Nakuru Express,48094.85
2025-12-04,Nakuru Express,45443.45
2025-12-05,Nakuru Express,51496.7
2025-12-06,Nakuru Express,51755.66
2025-12-07,Nakuru Express,52352.63
2025-12-08,Nakuru Express,49150.08
2025-12-09,Nakuru Express,47007.96
2025-12-10,Nakuru Express,47944.78
2025-12-11,Nakuru Express,50813.95
2025-12-12,Nakuru Express,62084.09
2025-12-13,Nakuru Express,55573.21
2025-12-14,Nakuru Express,52817.47
2025-12-15,Nakuru Express,48492.75
2025-12-16,Nakuru Express,47293.97
2025-12-17,Nakuru Express,48372.7
2025-12-18,Nakuru Express,50406.42
2025-12-19,Nakuru Express,51745.38
2025-12-20,Nakuru Express,55429.8
2025-12-21,Nakuru Express,55152.18
2025-12-22,Nakuru Express,60107.54
2025-12-23,Nakuru Express,58729.36
2025-12-24,Nakuru Express,61333.03
2025-12-25,Nakuru Express,60375.49
2025-12-26,Nakuru Express,67309.19
2025-12-27,Nakuru Express,67008.32
2025-12-28,Nakuru Express,69715.95
2025-12-29,Nakuru Express,61076.24
2025-12-30,Nakuru Express,59812.29
2025-12-31,Nakuru Express,61886.38
2026-01-01,Nakuru Express,59917.26
2026-01-02,Nakuru Express,67484.52
2026-01-03,Nakuru Express,56857.47
2026-01-04,Nakuru Express,56107.39
2026-01-05,Nakuru Express,52419.52
2026-01-06,Nakuru Express,48017.32
2026-01-07,Nakuru Express,48992.87
2026-01-08,Nakuru Express,48564.13
2026-01-09,Nakuru Express,55118.95
2026-01-10,Nakuru Express,53513.95
2026-01-11,Nakuru Express,56946.68
2026-01-12,Nakuru Express,49959.02
2026-01-13,Nakuru Express,47914.0
2026-01-14,Nakuru Express,48731.24
2026-01-15,Nakuru Express,51016.43
2026-01-16,Nakuru Express,57549.94
2026-01-17,Nakuru Express,59548.38
2026-01-18,Nakuru Express,61140.97
2026-01-19,Nakuru Express,51393.51
2026-01-20,Nakuru Express,49086.29
2026-01-21,Nakuru Express,47218.09
2026-01-22,Nakuru Express,51300.67
2026-01-23,Nakuru Express,55135.94
2026-01-24,Nakuru Express,55854.4
2026-01-25,Nakuru Express,55574.15
2026-01-26,Nakuru Express,50815.95
2026-01-27,Nakuru Express,52893.07
2026-01-28,Nakuru Express,51415.53
2026-01-29,Nakuru Express,50934.36
2026-01-30,Nakuru Express,55109.85
2026-01-31,Nakuru Express,54084.85
2026-02-01,Nakuru Express,56129.58
2026-02-02,Nakuru Express,51304.15
2026-02-03,Nakuru Express,54412.23
2026-02-04,Nakuru Express,51708.22
2026-02-05,Nakuru Express,53187.27
2026-02-06,Nakuru Express,56343.99
2026-02-07,Nakuru Express,55238.27
2026-02-08,Nakuru Express,55653.38
2026-02-09,Nakuru Express,50501.8
2026-02-10,Nakuru Express,55341.03
2026-02-11,Nakuru Express,50429.88
2026-02-12,Nakuru Express,53262.67
2026-02-13,Nakuru Express,55980.87
2026-02-14,Nakuru Express,59106.19
2026-02-15,Nakuru Express,58230.78
2026-02-16,Nakuru Express,51763.39
2026-02-17,Nakuru Express,52000.09
2026-02-18,Nakuru Express,51010.1
2026-02-19,Nakuru Express,52900.65
2026-02-20,Nakuru Express,57027.52
2026-02-21,Nakuru Express,55773.03
2026-02-22,Nakuru Express,55724.79
2026-02-23,Nakuru Express,52600.85
2026-02-24,Nakuru Express,55002.46
2026-02-25,Nakuru Express,52656.56
2026-02-26,Nakuru Express,52226.13
2026-02-27,Nakuru Express,58542.79
2026-02-28,Nakuru Express,60293.31
2026-03-01,Nakuru Express,58503.9
2026-03-02,Nakuru Express,51880.55
2026-03-03,Nakuru Express,54464.51
2026-03-04,Nakuru Express,53360.74
2026-03-05,Nakuru Express,55254.44
2026-03-06,Nakuru Express,58615.59
2026-03-07,Nakuru Express,56283.47
2026-03-08,Nakuru Express,56074.33
2026-03-09,Nakuru Express,55578.1
2026-03-10,Nakuru Express,55731.42
2026-03-11,Nakuru Express,52564.62
2026-03-12,Nakuru Express,52252.42
2026-03-13,Nakuru Express,60980.78
2026-03-14,Nakuru Express,56694.51
2026-03-15,Nakuru Express,57079.42
2026-03-16,Nakuru Express,54090.96
2026-03-17,Nakuru Express,52374.24
2026-03-18,Nakuru Express,53054.99
2026-03-19,Nakuru Express,52814.82
2026-03-20,Nakuru Express,59281.74
2026-03-21,Nakuru Express,61103.78
2026-03-22,Nakuru Express,58915.38
2026-03-23,Nakuru Express,54268.39
2026-03-24,Nakuru Express,49765.05
2026-03-25,Nakuru Express,53149.64
2026-03-26,Nakuru Express,51836.39
2026-03-27,Nakuru Express,56826.32
2026-03-28,Nakuru Express,57418.93
2026-03-29,Nakuru Express,58352.57
2026-03-30,Nakuru Express,54871.67
2026-03-31,Nakuru Express,51123.05
2026-04-01,Nakuru Express,53420.66
2026-04-02,Nakuru Express,52572.99
2026-04-03,Nakuru Express,67552.47
2026-04-04,Nakuru Express,69803.54
2026-04-05,Nakuru Express,69038.27
2026-04-06,Nakuru Express,64795.77
2026-04-07,Nakuru Express,53203.46
2026-04-08,Nakuru Express,52307.32
2026-04-09,Nakuru Express,53113.27
2026-04-10,Nakuru Express,59508.99
2026-04-11,Nakuru Express,59409.86
2026-04-12,Nakuru Express,57302.45
2026-04-13,Nakuru Express,53686.65
2026-04-14,Nakuru Express,53927.83
2026-04-15,Nakuru Express,57782.95
2026-04-16,Nakuru Express,56715.27
2026-04-17,Nakuru Express,57736.7
2026-04-18,Nakuru Express,58694.72
2026-04-19,Nakuru Express,56725.73
2026-04-20,Nakuru Express,52598.11
2026-04-21,Nakuru Express,54126.31
2026-04-22,Nakuru Express,55626.94
2026-04-23,Nakuru Express,52380.68
2026-04-24,Nakuru Express,58110.43
2026-04-25,Nakuru Express,55605.23
2026-04-26,Nakuru Express,58942.1
2026-04-27,Nakuru Express,51832.66
2026-04-28,Nakuru Express,52729.64
2026-04-29,Nakuru Express,52146.99
2026-04-30,Nakuru Express,53462.23
2026-05-01,Nakuru Express,61867.53
2026-05-02,Nakuru Express,56755.25
2026-05-03,Nakuru Express,62795.87
2026-05-04,Nakuru Express,51454.17
2026-05-05,Nakuru Express,51772.23
2026-05-06,Nakuru Express,56698.11
2026-05-07,Nakuru Express,58489.36
2026-05-08,Nakuru Express,57236.86
2026-05-09,Nakuru Express,58582.18
2026-05-10,Nakuru Express,59769.9
2026-05-11,Nakuru Express,56495.05
2026-05-12,Nakuru Express,51927.2
2026-05-13,Nakuru Express,53166.85
2026-05-14,Nakuru Express,54878.18
2026-05-15,Nakuru Express,59895.53
2026-05-16,Nakuru Express,58525.6
2026-05-17,Nakuru Express,58924.69
2026-05-18,Nakuru Express,51231.22
2026-05-19,Nakuru Express,53132.01
2026-05-20,Nakuru Express,53075.29
2026-05-21,Nakuru Express,53903.12
2026-05-22,Nakuru Express,58169.98
2026-05-23,Nakuru Express,59884.57
2026-05-24,Nakuru Express,60782.81
2026-05-25,Nakuru Express,53731.24
2026-05-26,Nakuru Express,54049.37
2026-05-27,Nakuru Express,53535.66
2026-05-28,Nakuru Express,53434.08
2026-05-29,Nakuru Express,57808.95
2026-05-30,Nakuru Express,59539.77
2026-05-31,Nakuru Express,58831.18
2026-06-01,Nakuru Express,63897.38
2026-06-02,Nakuru Express,56010.02
2026-06-03,Nakuru Express,54000.63
2026-06-04,Nakuru Express,52055.8
2026-06-05,Nakuru Express,57053.93
2026-06-06,Nakuru Express,60908.67
2026-06-07,Nakuru Express,59333.48
2026-06-08,Nakuru Express,54082.95
2026-06-09,Nakuru Express,50329.41
2026-06-10,Nakuru Express,54802.18
2026-06-11,Nakuru Express,53991.05
2026-06-12,Nakuru Express,56945.43
2026-06-13,Nakuru Express,58001.91
2026-06-14,Nakuru Express,59220.04
2026-06-15,Nakuru Express,53247.88
2026-06-16,Nakuru Express,52651.45
2026-06-17,Nakuru Express,52950.84
2026-06-18,Nakuru Express,52683.62
2026-06-19,Nakuru Express,58945.35
2026-06-20,Nakuru Express,61143.11
2026-06-21,Nakuru Express,54340.86
2026-06-22,Nakuru Express,52636.67
2026-06-23,Nakuru Express,53312.75
2026-06-24,Nakuru Express,53495.01
2026-06-25,Nakuru Express,52354.38
2026-06-26,Nakuru Express,55609.29
2026-06-27,Nakuru Express,59092.93
2026-06-28,Nakuru Express,61425.12
2026-06-29,Nakuru Express,50327.52
2026-06-30,Nakuru Express,54336.85
2026-07-01,Nakuru Express,52314.89
2026-07-02,Nakuru Express,52744.97
2026-07-03,Nakuru Express,56660.31
2026-07-04,Nakuru Express,57848.49
2026-07-05,Nakuru Express,60575.68
2026-07-06,Nakuru Express,53751.73
2026-07-07,Nakuru Express,55664.46
2026-07-08,Nakuru Express,54713.6
2026-07-09,Nakuru Express,53454.65
2026-07-10,Nakuru Express,61228.31
2026-07-11,Nakuru Express,59017.61
2026-07-12,Nakuru Express,59652.82
2026-07-13,Nakuru Express,52145.38
2026-07-14,Nakuru Express,52737.35
2026-07-15,Nakuru Express,51435.95
2026-07-16,Nakuru Express,54252.33
2026-07-17,Nakuru Express,56192.63
2026-07-18,Nakuru Express,59469.05
2026-07-19,Nakuru Express,57817.11
2026-07-20,Nakuru Express,54487.97
2026-07-21,Nakuru Express,53764.81
2026-07-22,Nakuru Express,55545.31
2026-07-23,Nakuru Express,53697.81
2026-07-24,Nakuru Express,55412.79
2026-07-25,Nakuru Express,57925.28
2026-07-26,Nakuru Express,56052.98
2026-07-27,Nakuru Express,51535.68
2026-07-28,Nakuru Express,54929.96
2026-07-29,Nakuru Express,53447.13
2026-07-30,Nakuru Express,51187.12
2026-07-31,Nakuru Express,56243.83
2026-08-01,Nakuru Express,57987.8
2026-08-02,Nakuru Express,55875.06
2026-08-03,Nakuru Express,51177.85
2026-08-04,Nakuru Express,52816.35
2026-08-05,Nakuru Express,54220.24
2026-08-06,Nakuru Express,53289.53
2026-08-07,Nakuru Express,54005.29
2026-08-08,Nakuru Express,58354.2
2026-08-09,Nakuru Express,57952.47
2026-08-10,Nakuru Express,52915.75
2026-08-11,Nakuru Express,54925.0
2026-08-12,Nakuru Express,48733.28
2026-08-13,Nakuru Express,51196.62
2026-08-14,Nakuru Express,58772.97
2026-08-15,Nakuru Express,55114.16
2026-08-16,Nakuru Express,60242.26
2026-08-17,Nakuru Express,52773.36
2026-08-18,Nakuru Express,53569.09
2026-08-19,Nakuru Express,51180.4
2026-08-20,Nakuru Express,53499.92
2026-08-21,Nakuru Express,59521.52
2026-08-22,Nakuru Express,58111.87
2026-08-23,Nakuru Express,58109.07
2026-08-24,Nakuru Express,52564.58
2026-08-25,Nakuru Express,50655.6
2026-08-26,Nakuru Express,51854.29
2026-08-27,Nakuru Express,51842.52
2026-08-28,Nakuru Express,58340.0
2026-08-29,Nakuru Express,59373.26
2026-08-30,Nakuru Express,55913.39
2026-08-31,Nakuru Express,51880.43
2025-09-01,Kisumu Port,39672.26
2025-09-02,Kisumu Port,37735.71
2025-09-03,Kisumu Port,40314.22
2025-09-04,Kisumu Port,40588.74
2025-09-05,Kisumu Port,41226.07
2025-09-06,Kisumu Port,42162.14
2025-09-07,Kisumu Port,44223.57
2025-09-08,Kisumu Port,38786.77
2025-09-09,Kisumu Port,39221.15
2025-09-10,Kisumu Port,38020.63
2025-09-11,Kisumu Port,40519.52
2025-09-12,Kisumu Port,45177.88
2025-09-13,Kisumu Port,44158.12
2025-09-14,Kisumu Port,45691.95
2025-09-15,Kisumu Port,39948.13
2025-09-16,Kisumu Port,38044.25
2025-09-17,Kisumu Port,39819.85
2025-09-18,Kisumu Port,37915.8
2025-09-19,Kisumu Port,45369.82
2025-09-20,Kisumu Port,44041.74
2025-09-21,Kisumu Port,43856.74
2025-09-22,Kisumu Port,38352.23
2025-09-23,Kisumu Port,41103.59
2025-09-24,Kisumu Port,39131.49
2025-09-25,Kisumu Port,38748.63
2025-09-26,Kisumu Port,43670.3
2025-09-27,Kisumu Port,44956.37
2025-09-28,Kisumu Port,44729.09
2025-09-29,Kisumu Port,40010.72
2025-09-30,Kisumu Port,40050.84
2025-10-01,Kisumu Port,42529.03
2025-10-02,Kisumu Port,38874.95
2025-10-03,Kisumu Port,43538.23
2025-10-04,Kisumu Port,43120.23
2025-10-05,Kisumu Port,45195.8
2025-10-06,Kisumu Port,41151.77
2025-10-07,Kisumu Port,39379.76
2025-10-08,Kisumu Port,38352.34
2025-10-09,Kisumu Port,38393.77
2025-10-10,Kisumu Port,45337.25
2025-10-11,Kisumu Port,45490.59
2025-10-12,Kisumu Port,45222.88
2025-10-13,Kisumu Port,38703.36
2025-10-14,Kisumu Port,40017.48
2025-10-15,Kisumu Port,39873.19
2025-10-16,Kisumu Port,40042.58
2025-10-17,Kisumu Port,45805.55
2025-10-18,Kisumu Port,44896.21
2025-10-19,Kisumu Port,45575.92
2025-10-20,Kisumu Port,45320.15
2025-10-21,Kisumu Port,40264.23
2025-10-22,Kisumu Port,40782.51
2025-10-23,Kisumu Port,37801.21
2025-10-24,Kisumu Port,44265.75
2025-10-25,Kisumu Port,44075.78
2025-10-26,Kisumu Port,43860.66
2025-10-27,Kisumu Port,39612.46
2025-10-28,Kisumu Port,42189.88
2025-10-29,Kisumu Port,38819.34
2025-10-30,Kisumu Port,41489.9
2025-10-31,Kisumu Port,42502.16
2025-11-01,Kisumu Port,44473.63
2025-11-02,Kisumu Port,45221.06
2025-11-03,Kisumu Port,41062.15
2025-11-04,Kisumu Port,41273.89
2025-11-05,Kisumu Port,41424.32
2025-11-06,Kisumu Port,39812.35
2025-11-07,Kisumu Port,44481.78
2025-11-08,Kisumu Port,46416.54
2025-11-09,Kisumu Port,44939.47
2025-11-10,Kisumu Port,38612.28
2025-11-11,Kisumu Port,38852.07
2025-11-12,Kisumu Port,39195.12
2025-11-13,Kisumu Port,41270.58
2025-11-14,Kisumu Port,45595.69
2025-11-15,Kisumu Port,46421.21
2025-11-16,Kisumu Port,44848.36
2025-11-17,Kisumu Port,40928.97
2025-11-18,Kisumu Port,41638.96
2025-11-19,Kisumu Port,40330.45
2025-11-20,Kisumu Port,41471.82
2025-11-21,Kisumu Port,44699.38
2025-11-22,Kisumu Port,45168.6
2025-11-23,Kisumu Port,45180.86
2025-11-24,Kisumu Port,39248.05
2025-11-25,Kisumu Port,41711.12
2025-11-26,Kisumu Port,40374.06
2025-11-27,Kisumu Port,41108.42
2025-11-28,Kisumu Port,46623.43
2025-11-29,Kisumu Port,46615.18
2025-11-30,Kisumu Port,46971.62
2025-12-01,Kisumu Port,41113.21
2025-12-02,Kisumu Port,40687.32
2025-12-03,Kisumu Port,41224.16
2025-12-04,Kisumu Port,38951.53
2025-12-05,Kisumu Port,44140.03
2025-12-06,Kisumu Port,44361.99
2025-12-07,Kisumu Port,44873.68
2025-12-08,Kisumu Port,42128.64
2025-12-09,Kisumu Port,40292.53
2025-12-10,Kisumu Port,41095.53
2025-12-11,Kisumu Port,43554.82
2025-12-12,Kisumu Port,53214.94
2025-12-13,Kisumu Port,47634.18
2025-12-14,Kisumu Port,45272.12
2025-12-15,Kisumu Port,41565.22
2025-12-16,Kisumu Port,40537.69
2025-12-17,Kisumu Port,41462.32
2025-12-18,Kisumu Port,43205.51
2025-12-19,Kisumu Port,44353.18
2025-12-20,Kisumu Port,47511.26
2025-12-21,Kisumu Port,47273.3
2025-12-22,Kisumu Port,51520.75
2025-12-23,Kisumu Port,50339.45
2025-12-24,Kisumu Port,52571.16
2025-12-25,Kisumu Port,51750.42
2025-12-26,Kisumu Port,57693.59
2025-12-27,Kisumu Port,57435.7
2025-12-28,Kisumu Port,59756.53
2025-12-29,Kisumu Port,52351.06
2025-12-30,Kisumu Port,51267.68
2025-12-31,Kisumu Port,53045.47
2026-01-01,Kisumu Port,51357.65
2026-01-02,Kisumu Port,57843.87
2026-01-03,Kisumu Port,48734.97
2026-01-04,Kisumu Port,48092.05
2026-01-05,Kisumu Port,44931.02
2026-01-06,Kisumu Port,41157.7
2026-01-07,Kisumu Port,41993.89
2026-01-08,Kisumu Port,41626.4
2026-01-09,Kisumu Port,47244.81
2026-01-10,Kisumu Port,45869.1
2026-01-11,Kisumu Port,48811.44
2026-01-12,Kisumu Port,42822.02
2026-01-13,Kisumu Port,41069.14
2026-01-14,Kisumu Port,41769.64
2026-01-15,Kisumu Port,43728.37
2026-01-16,Kisumu Port,49328.52
2026-01-17,Kisumu Port,51041.47
2026-01-18,Kisumu Port,52406.54
2026-01-19,Kisumu Port,44051.58
2026-01-20,Kisumu Port,42073.97
2026-01-21,Kisumu Port,40472.65
2026-01-22,Kisumu Port,43972.0
2026-01-23,Kisumu Port,47259.37
2026-01-24,Kisumu Port,47875.2
2026-01-25,Kisumu Port,47634.98
2026-01-26,Kisumu Port,43556.53
2026-01-27,Kisumu Port,45336.92
2026-01-28,Kisumu Port,44070.45
2026-01-29,Kisumu Port,43658.02
2026-01-30,Kisumu Port,47237.01
2026-01-31,Kisumu Port,46358.44
2026-02-01,Kisumu Port,48111.07
2026-02-02,Kisumu Port,43974.99
2026-02-03,Kisumu Port,46639.05
2026-02-04,Kisumu Port,44321.33
2026-02-05,Kisumu Port,45589.08
2026-02-06,Kisumu Port,48294.85
2026-02-07,Kisumu Port,47347.09
2026-02-08,Kisumu Port,47702.89
2026-02-09,Kisumu Port,43287.26
2026-02-10,Kisumu Port,47435.16
2026-02-11,Kisumu Port,43225.61
2026-02-12,Kisumu Port,45653.72
2026-02-13,Kisumu Port,47983.6
2026-02-14,Kisumu Port,50662.44
2026-02-15,Kisumu Port,49912.1
2026-02-16,Kisumu Port,44368.62
2026-02-17,Kisumu Port,44571.51
2026-02-18,Kisumu Port,43722.94
2026-02-19,Kisumu Port,45343.42
2026-02-20,Kisumu Port,48880.73
2026-02-21,Kisumu Port,47805.45
2026-02-22,Kisumu Port,47764.1
2026-02-23,Kisumu Port,45086.45
2026-02-24,Kisumu Port,47144.97
2026-02-25,Kisumu Port,45134.19
2026-02-26,Kisumu Port,44765.25
2026-02-27,Kisumu Port,50179.53
2026-02-28,Kisumu Port,51679.98
2026-03-01,Kisumu Port,50146.2
2026-03-02,Kisumu Port,44469.04
2026-03-03,Kisumu Port,46683.86
2026-03-04,Kisumu Port,45737.78
2026-03-05,Kisumu Port,47360.95
2026-03-06,Kisumu Port,50241.93
2026-03-07,Kisumu Port,48242.97
2026-03-08,Kisumu Port,48063.72
2026-03-09,Kisumu Port,47638.37
2026-03-10,Kisumu Port,47769.79
2026-03-11,Kisumu Port,45055.38
2026-03-12,Kisumu Port,44787.79
2026-03-13,Kisumu Port,52269.24
2026-03-14,Kisumu Port,48595.3
2026-03-15,Kisumu Port,48925.21
2026-03-16,Kisumu Port,46363.68
2026-03-17,Kisumu Port,44892.21
2026-03-18,Kisumu Port,45475.71
2026-03-19,Kisumu Port,45269.85
2026-03-20,Kisumu Port,50812.92
2026-03-21,Kisumu Port,52374.67
2026-03-22,Kisumu Port,50498.9
2026-03-23,Kisumu Port,46515.76
2026-03-24,Kisumu Port,42655.75
2026-03-25,Kisumu Port,45556.83
2026-03-26,Kisumu Port,44431.19
2026-03-27,Kisumu Port,48708.28
2026-03-28,Kisumu Port,49216.22
2026-03-29,Kisumu Port,50016.49
2026-03-30,Kisumu Port,47032.86
2026-03-31,Kisumu Port,43819.76
2026-04-01,Kisumu Port,45789.14
2026-04-02,Kisumu Port,45062.56
2026-04-03,Kisumu Port,57902.12
2026-04-04,Kisumu Port,59831.61
2026-04-05,Kisumu Port,59175.66
2026-04-06,Kisumu Port,55539.24
2026-04-07,Kisumu Port,45602.97
2026-04-08,Kisumu Port,44834.85
2026-04-09,Kisumu Port,45525.66
2026-04-10,Kisumu Port,51007.7
2026-04-11,Kisumu Port,50922.74
2026-04-12,Kisumu Port,49116.39
2026-04-13,Kisumu Port,46017.12
2026-04-14,Kisumu Port,46223.86
2026-04-15,Kisumu Port,49528.24
2026-04-16,Kisumu Port,48613.09
2026-04-17,Kisumu Port,49488.6
2026-04-18,Kisumu Port,50309.76
2026-04-19,Kisumu Port,48622.05
2026-04-20,Kisumu Port,45084.09
2026-04-21,Kisumu Port,46393.98
2026-04-22,Kisumu Port,47680.24
2026-04-23,Kisumu Port,44897.73
2026-04-24,Kisumu Port,49808.94
2026-04-25,Kisumu Port,47661.62
2026-04-26,Kisumu Port,50521.8
2026-04-27,Kisumu Port,44428.0
2026-04-28,Kisumu Port,45196.83
2026-04-29,Kisumu Port,44697.42
2026-04-30,Kisumu Port,45824.77
2026-05-01,Kisumu Port,53029.31
2026-05-02,Kisumu Port,48647.36
2026-05-03,Kisumu Port,53825.03
2026-05-04,Kisumu Port,44103.58
2026-05-05,Kisumu Port,44376.2
2026-05-06,Kisumu Port,48598.38
2026-05-07,Kisumu Port,50133.74
2026-05-08,Kisumu Port,49060.17
2026-05-09,Kisumu Port,50213.3
2026-05-10,Kisumu Port,51231.34
2026-05-11,Kisumu Port,48424.33
2026-05-12,Kisumu Port,44509.03
2026-05-13,Kisumu Port,45571.59
2026-05-14,Kisumu Port,47038.44
2026-05-15,Kisumu Port,51339.03
2026-05-16,Kisumu Port,50164.8
2026-05-17,Kisumu Port,50506.88
2026-05-18,Kisumu Port,43912.47
2026-05-19,Kisumu Port,45541.72
2026-05-20,Kisumu Port,45493.1
2026-05-21,Kisumu Port,46202.68
2026-05-22,Kisumu Port,49859.98
2026-05-23,Kisumu Port,51329.63
2026-05-24,Kisumu Port,52099.55
2026-05-25,Kisumu Port,46055.35
2026-05-26,Kisumu Port,46328.04
2026-05-27,Kisumu Port,45887.71
2026-05-28,Kisumu Port,45800.64
2026-05-29,Kisumu Port,49550.53
2026-05-30,Kisumu Port,51034.09
2026-05-31,Kisumu Port,50426.73
2026-06-01,Kisumu Port,54769.19
2026-06-02,Kisumu Port,48008.59
2026-06-03,Kisumu Port,46286.26
2026-06-04,Kisumu Port,44619.26
2026-06-05,Kisumu Port,48903.37
2026-06-06,Kisumu Port,52207.44
2026-06-07,Kisumu Port,50857.27
2026-06-08,Kisumu Port,46356.81
2026-06-09,Kisumu Port,43139.49
2026-06-10,Kisumu Port,46973.29
2026-06-11,Kisumu Port,46278.04
2026-06-12,Kisumu Port,48810.36
